,classes,relations
003779,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
003781,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 1 0 1 1]
003784,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003786,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003788,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 0 0]
003790,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003792,[0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0],[0 1 0 0 2]
003797,[ 0  0  0  0  6  0  0  0  0  0  0  0  0  0  0 36  0  0  0  0  0],[ 0  0  6  0 15]
003806,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
003807,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
003811,[0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0],[0 1 0 0 5]
003817,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
003818,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
003824,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 2 0 0 0 0 0],[0 3 0 0 0]
003827,[ 0  0 66  0  0  0  0  0  0  0  0  0  0  0  0 66  0  0  0  0  0],[ 0 12  0  0 54]
003828,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003830,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
003834,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0],[0 4 0 0 6]
003835,[0 0 0 0 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 3 0 0 3]
003847,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
003849,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0],[0 1 0 0 2]
003856,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 6 0 0 0]
003859,[0 0 0 0 0 3 0 0 0 3 0 3 0 0 0 3 0 0 0 0 0],[0 4 0 0 2]
003860,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
003861,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
003865,[ 0  0  0  0  0 16  0  0  0 16  0  8  0  0  0 32  0  0  0  0  0],[ 0 10  0  1 25]
003866,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 0]
003874,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 72  0  0  0],[ 0  1  0  0 35]
003879,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 4 0 0 6]
003887,[ 0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0  0  0  0  0  0],[0 2 0 0 8]
003889,[ 0  0  0  0  0  0  0  0  0  7  0  0  0 21  0 28  0  0  0  0  0],[ 0  8  0  0 20]
003890,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003898,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
003899,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 0 0 1]
003907,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0],[0 1 0 0 2]
003912,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003913,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
003921,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003932,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0],[0 2 1 0 0]
003935,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003936,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003939,[ 0  0  0  0  0  0  0  0  0  0  0  0  0 15  0 15  0  0  0  0  0],[0 8 0 0 7]
003945,[ 0  0 21  0  0  0  0  0  0  0  0  0  0  0  0 35  0  0  0  0  0],[ 0 12  0  0 16]
003949,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003953,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 25  0  0  5  0  0],[ 0  2  0  0 13]
003956,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0],[0 0 0 1 0]
003961,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
003969,[0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 3]
003970,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
003971,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003974,[ 0  0  0  0  7  0  0  7  0  0  0  0  0  0  0 42  0  0  0  0  0],[ 0  9  0  0 19]
003983,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
003987,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
003988,[0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
003991,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003993,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003997,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
003998,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004005,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004008,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 0 0 1]
004009,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004012,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0],[0 0 2 0 1]
004013,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004014,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004016,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004017,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],[0 1 0 0 0]
004019,[ 0  0  0  0  0  0  0 30  0  0  0  0  0  0  0 12  0  0  0  0  0],[ 0  3  0  0 18]
004023,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
004028,[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 6 3 0 0 0 0],[0 1 0 0 5]
004033,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 3 0 0 0 0 0],[0 4 0 0 2]
004034,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004035,[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],[0 0 0 0 1]
004037,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 156   0
   0   0   0]",[ 0  5  0  0 73]
004046,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004052,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004058,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 110   0   0
   0   0   0]",[ 0 17  0  4 34]
004067,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 15  0  0  0  0  0],[ 0  3  0  0 12]
004091,[ 0  0  0  0  0  0  0  8  0  0  0  0  0  0  0 64  0  0  0  0  0],[ 0 10  0  0 26]
004092,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
004093,[ 0  0  0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0],[0 2 0 0 4]
004095,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004100,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
004106,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2],[0 1 0 0 2]
004111,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 2],[0 1 0 0 2]
004120,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004121,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0],[0 1 0 0 2]
004129,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004131,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004133,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
004136,[ 0  0  9  0  0  0  9 63  0  0  0  0  0  0  0  9  0  0  0  0  0],[ 0  8  0  0 37]
004137,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004138,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
004140,[0 0 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 2 0]
004146,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
004149,[ 0  0  0  0  0  0  0  0  5 20  0  5  0  0  0  0  0  0  0  0  0],[0 8 1 1 5]
004152,[0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
004158,[ 0  0  0  0  0 15  0  0  0  0  0  0  0  0  0 15  0  0  0  0  0],[ 0  3  0  0 12]
004163,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
004164,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2],[0 0 0 0 3]
004168,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004169,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
004170,[ 0  0  0  0  5  0  0  0  0  0  0  0  0  0  0 25  0  0  0  0  0],[0 8 0 0 7]
004171,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004189,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004190,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
004196,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004200,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
004201,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0],[0 2 0 0 1]
004209,[0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 6 0 0 0 0 0],[0 0 0 0 6]
004215,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
004220,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004221,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004223,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
004224,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 0 0 2]
004228,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 3 0 0 0]
004231,[ 0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  4  0  0  0  0 12],[0 0 2 0 8]
004232,[0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 3 0 0 0 0 0],[0 1 0 0 5]
004237,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4],[0 2 0 0 1]
004241,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004242,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004244,[ 0  0  0  0  0  0  0 15  0  0  0  0  0  0  0 15  0  0  0  0  0],[0 9 0 0 6]
004247,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004253,[ 0  0  0  0  0  0  0  0  0 16  0  4  0  0  0  0  0  0  0  0  0],[0 6 0 0 4]
004255,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0  0],[0 5 1 0 9]
004256,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004263,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004269,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 0 1]
004270,[0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0],[0 4 0 2 0]
004271,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004272,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004273,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
004280,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004281,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0],[0 0 0 1 0]
004283,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
004287,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
004291,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 1 0 0]
004292,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],[0 1 0 0 0]
004296,[ 0  0  0  0  0 24  0  0  0  0  0 36  0  0  0 96  0  0  0  0  0],[ 0 22  0  2 54]
004300,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
004303,[ 0  0  0  0  0  0  4 16  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 5 0 0 5]
004307,[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0],[0 1 0 0 0]
004315,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004318,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004322,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 1 0 0]
004325,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004327,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0],[0 2 0 0 1]
004333,[0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
004338,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
004339,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004345,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004347,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004359,[ 0  0 15  0  0  0  0  0  0  0  0  0  0  0  0 15  0  0  0  0  0],[0 7 0 0 8]
004360,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 1 0]
004361,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0 16  4  0  0  0  0  0],[0 3 0 0 7]
004365,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004367,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004370,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 2 0 0]
004371,[ 0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 4 0 0 2]
004372,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004376,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004379,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004386,[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 9 0],[0 1 0 0 5]
004387,"[  0   0   0   0  88   0  22  22   0   0   0   0   0   0   0 118   0   0
   0   0   0]",[  0  37   0   3 213]
004389,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004391,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004392,[ 0  0  0  0  0  0  0  0  0 10  0  0  0  0  0 10 10  0  0  0  0],[ 0  5  0  0 10]
004404,[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 2 0 1]
004434,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004436,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004439,[ 0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 1 0 0 5]
004441,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004452,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004470,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 2 0 0 1]
004471,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 1]
004479,[ 0  0  0  0  0  8  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 3 0 0 7]
004481,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 2 0 0 1]
004484,[ 0  0  0  0  0  0  0  0  0 42  0  7  0  0  0  0  7  0  0  0  0],[ 0  8  2  0 18]
004496,[ 0  0  0  0  0  0  0  0  0  8  0  0  0  0  0 12  0  0  0  0  0],[0 6 0 0 4]
004500,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004502,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004508,[ 0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  8  0  0  0  0  0],[0 2 0 0 8]
004510,[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2],[0 0 0 0 3]
004514,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
004517,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
004519,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004520,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 4 0 0 2]
004524,[ 0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 0 0 0 6]
004526,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004537,[ 0  0  0  0  0  0  0  0  0  0 30  0  0  6  0  6  0  0  0  0  0],[ 0  7  1  0 13]
004540,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
004544,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004548,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004549,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2],[0 0 0 0 3]
004551,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004553,[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0],[0 1 0 0 2]
004562,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0],[0 2 0 0 1]
004563,[ 0  0  0  0  0  0  0 15  0  0  0  0  0  0  0 15  0  0  0  0  0],[ 0  0  0  0 15]
004565,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004566,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004570,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004571,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 6 0 0 0 0 0],[0 3 0 0 3]
004576,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004579,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004584,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
004587,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004591,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 2]
004595,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 1 0 0 0]
004597,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004604,[ 0  0  0  0  0  0  0  6  0  0  0  0  0  0 12 24  0  0  0  0  0],[ 0  7  0  0 14]
004605,[ 0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  8  0  0  0  0  0],[0 3 0 0 7]
004607,[0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 3 0 0 3 0 0],[0 3 0 0 3]
004611,[ 0  0  0  0  0  0  0  0  0 44  0 11  0  0  0 77  0  0  0  0  0],[ 0 23  0  1 42]
004612,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004622,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 1 0]
004623,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004625,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
004627,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 0]
004628,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004631,[ 0  0  0  0  0  0  0  0  0 15  0  0  0  0  0 10  5  0  0  0  0],[ 0  4  1  0 10]
004634,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
004636,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004643,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
004644,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004648,[ 0  0  0  0  0  0  4  0  0  0  0  0  0  0  0 16  0  0  0  0  0],[ 0  0  0  0 10]
004651,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004656,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
004671,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004675,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
004679,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 0 1 0]
004683,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004685,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
004686,"[  0   0   0   0   0   0   0   0   0   0 180   0   0  30   0  30   0   0
   0   0   0]",[ 0 22  0  1 97]
004687,[0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 6 0 0 0 0 0],[0 1 0 0 5]
004691,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0],[0 1 0 0 2]
004693,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0],[0 2 0 0 1]
004694,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 0 0 0]
004701,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
004702,[0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
